주요 업무,자격요건 및 우대사항
  Product 팀 목표와 전략 수립 및 실행 리드 마케팅 예산의 효율적 배분 Paid media 최적화 전략 수립 및 운영을 통해 매출 성장 견인  데이터 분석을 통한 다양한 AB Test 가설 수립 및 효율을 개선 트래킹 솔루션을 활용한 데이터 기반 분석 및 Insight를 도출조직 특성 상 메디빌더 관계사자회사 소속이 될 수 있습니다, 퍼포먼스 마케팅 경력을 포함하여 최소 경력 3년 이상 보유한 분 경력 연수보다 실제 성과를 중시합니다 팀 리딩 경력 최소 1년 이상 보유한 분 팀의 목표를 설정하고 목표 달성을 위해 팀을 이끄는 분 업무의 우선순위화와 집중하는 능력이 탁월한 분 다양한 업무 관계자와 소통하여 최고의 결과를 도출하는 분 집요한 고객 관점에서 소비 심리를 도출 가능한 분 적극적인 문제해결력을 바탕으로 보다 높은 수준의 결과물을 도출하는 분 유효한 피드백과 의견을 수용하여 더 나은 결과물을 만들어내는 분 미디어커머스 회사 경력을 보유한 분  온라인마케팅 대행사 경력을 보유한 분  병원 마케팅 대행사 경력을 보유한 분
입점 브랜드 영입 활동 진행각 브랜드 월 매출 관리 굿웨어몰 기획전 및 프로모션 진행일주월 판매 분석 및 재고 물동량 관리 입점브랜드입점 브랜드 커뮤니케이션 PD  Partner Development,학력 학사 이상경력 2년4년직위 사원급전반적인 온라인 커머스 MD 직무 이해도가 높은 인원온라인 비즈니스 및 영업 활동에 대한 경험하드웨어 및 소프트웨어 PC사용에 거부감이 없는 인원온라인 쇼핑몰에서 의류 등 구매를 많이 하는 인원OA활용엑셀 우수자엑셀파워포인트워드플랫폼 경력 우대
 마케팅팀 소개  TEXTNET의 목소리를 담당하는 팀으로서 텍스트 데이터를 주제로 시장 트렌드 전사적 이슈 등을 담아 다양한 콘텐츠를 제작하여 외부로 확산시킵니다 자체 채널 관리를 통해 내외부 커뮤니케이션을 강화하고 고객 리드를 발굴해 세일즈 파트로 연계함으로써 매출에 기여합니다 제작한 콘텐츠를 고객에 효과적으로 도달시켜 서비스 인지도를 높이고 인지에서부터 구매까지의 고객 여정을 설계하며 지속 개선합니다 담당하게 될 업무 내용   마케팅 퍼널 기획 및 분석을 포함한 전략 수립과 실행 SADA 캠페인 기획 및 운영  콘텐츠 확산을 위한 검색엔진최적화SEO 리드 발굴을 위한 온오프라인 캠페인 또는 프로모션 기획 및 실행 SNS 채널 관리 및 운영채널별 콘텐츠 최적화 업계 트렌드 및 경쟁사 홍보마케팅 현황 리서치모니터링 유관 부서 커뮤니케이션 및 협업 지원, 마케팅 경력 3년 이상 B2B 마케팅 경험 1년 이상 필수 고객의 소비 여정을 고려한 마케팅 전략 수립 및 실행이 가능하신 분 SADA 등 Paid AD 기획 및 운영 경험이 있으신 분 데이터 기반 인사이트 도출 및 가설실행검증을 통해 성과를 만들어낸 경험이 있으신 분 고객을 설득할 수 있는 매력적인 카피라이팅 역량이 뛰어나신 분 포토샵일러스트망고보드 등 디자인 툴 활용이 가능하신 분 인공지능 or IT 업계 스타트업 마케팅 경험이 있으신 분 업무 효율 증대를 위한 AI Tool or 마케팅 관련 SaaS 활용에 거부감이 없으신 분 GAGTM 활용 가능하신 분 B2B 마케팅 시행에 따른 고객 여정을 분석하고 개선 방안을 도출할 수 있는 분 최신 트렌드에 관심이 많고 새로운 지식이나 기술을 습득하는 과정을 즐기시는 분
공동구매 제안 및 인플루언서 커뮤니케이션공동구매 일정 관리 및 프로세스 최적화SNS 시장트렌드 조사핵심역량성실성 꼼꼼함 계획성,학력  초대졸이상경력 16년공동구매 관련 경력 1년 이상SNS 트렌트를 잘 이해하는 분소통능력이 뛰어나신 분책임감이 강하고 성실하신 분주도적으로 업무를 진행하시는 분
상품 기획 및 관리온라인 마켓 운영 및 관리매출 및 성과관리온라인 마케팅 및 홍보퍼포먼스 유입 광고 관리스킬Google Analytics핵심역량성실성 꼼꼼함 계획성 메타인지,학력  초대졸이상경력 25년포트폴리오 제출디자인툴 사용 가능자통계 분석 능숙자 문서 작성 우수자운동에 관심이 있으신 분
SNS 채널 운영 및 데이터 분석SNS 포스팅 기획 및 원고 작성체험단 진행 및 관리홈페이지  소셜 광고 집행그 외 마케팅 업무,학력  초대졸이상경력 25년포트폴리오 제출디자인툴 사용 가능자통계 분석 능숙자 문서작성 우수자SNS 트렌드를 잘 파악하는 분운동에 관심이 있으신 분
 북미 지역 자사몰 CS 대응 및 관리 자사몰 내 재고 관리 자사몰 컨텐츠 업데이트 및 적용 관리 자사몰 운영 및 operation 관리 매출 및 데이터 관리, 영어 Speaking  Writing 능통하신 분 글로벌 CS 업무 또는 자사몰 운영 경력 보유하신 분 타유관 부서와 원활한 커뮤니케이션 능력 보유하신 분 화장품 업계에서의 글로벌 플랫폼 경험하신 분아마존쇼피 등 유학실거주 경험 등 북미 시장 및 문화에 대한 이해도가 있는 분
 자사의 쇼핑몰 및 스마트스토어 총괄 내용 구성 및 온라인 매출 관리 온라인 영업 상품 등록 가격 관리  매출 정산  판매분석  판매일보작성 행사제안 및 기획 프로모션 기획 홍보마케팅 팀과 협업, 학력  대졸이상 경력  2년 이상 포트폴리오 필수 제출 컴퓨터활용능력 우수자 엑셀 및 쇼핑몰 툴 사용 경험자 디자인 툴 사용 경험자
 바이럴 프로모션 이벤트 기획 참여 인플루언서 관리 및 운영 블로그체험단 핸들링 홍보 전략 수집 캠페인 프로모션 이벤트 기획, 학력  무관 경력  신입경력 경력 무관 관련학과 전공자 해당 직무 경력자
콘텐츠 영상기획 및 제작SA  DA광고 SEO 블로그 SNS 등 채널 운영영상 이미지 아티클 형태의 컨텐츠 기획문서기반의 마케팅 자료제작,콘텐츠 및 SNS 운영 경력 12년기업의 포인트특징 브랜드 상품 등를 글로 표현이 가능하신 분상품 프로모션 서비스 기획에 경험이 있으신 분뉴 미디어 지식과 IT기술에 대한 기본지식을 바탕으로 한    콘텐츠 기획 아이디어를 보유하신 분대졸 이상해외여행에 결격사유가 없는 자기업의 포인트특징 브랜드 상품 등를 글로 표현이 가능하신 분상품 프로모션 서비스 기획에 경험이 있으신 분뉴 미디어 지식과 IT기술에 대한 기본지식을 바탕으로 한    콘텐츠 기획 아이디어를 보유하신 분
 퍼포먼스 마케팅 실행 및 데이터 분석 페이스북 인스타그램 구글 광고로 고객 리드 발굴 광고 전략 수립 및 데이터 기반 마케팅 새로운 퍼포먼스 마케팅 제안 및 운영 구글 페이스북 네이버 광고 Self Serve, 퍼포먼스마케팅 경력 1년 이상 있으신 분 본인의 결과물로 정량적인 성과를 획득한 경험이 있는 분 DB 게더링 DB 마케팅 퍼포먼스 마케팅을 경험한 분 Meta 광고 작업에 능숙하신 분
  그로스마케팅 팀 목표와 전략 수립 및 실행 리드 마케팅 예산의 효율적 배분 팀 리더로서 그로스 마케팅 팀 팀원들의 성과 극대화     팀원은 퍼포먼스 마케터 AE 데이터 애널리스트 등으로 구성 채용 피드백 평가 등 팀 리더 역할조직 특성 상 메디빌더 관계사자회사 소속이 될 수 있습니다, 퍼포먼스 마케팅 경력을 포함하여 최소 경력 3년 이상 보유한 분 경력 연수보다 실제 성과를 중시합니다 팀 리딩 경력 최소 1년 이상 보유한 분 팀의 목표를 설정하고 목표 달성을 위해 팀을 이끄는 분 업무의 우선순위화와 집중하는 능력이 탁월한 분 다양한 업무 관계자와 소통하여 최고의 결과를 도출하는 분 집요한 고객 관점에서 소비 심리를 도출 가능한 분 적극적인 문제해결력을 바탕으로 보다 높은 수준의 결과물을 도출하는 분 유효한 피드백과 의견을 수용하여 더 나은 결과물을 만들어내는 분 미디어커머스 회사 경력을 보유한 분  온라인마케팅 대행사 경력을 보유한 분  병원 마케팅 대행사 경력을 보유한 분
 어패럴 입점 비즈니스와 서비스에 대한 깊은 이해를 바탕으로 사업서비스기획 및 실행 어패럴 입점 브랜드관리상품기획 부서의 세일즈 전략 및 정책 수립 어패럴 입점 브랜드상품매출 및 손익관리 어패럴 입점 브랜드관리상품기획 부서 조직관리 매출 확대를 위한 파트너사 관리 및 커뮤니케이션, 온라인 커머스 플랫폼입점사업 상품기획 분야 경력 10년 이상 온라인 커머스 서비스기획개발조직과의 협력 프로젝트를 총괄 관리한 경험 있으신 분 명확한 커뮤니케이션 및 유연한 관계 구축관리 스킬 보유하신 분 플랫폼 기반 패션사업 경험있으신 분 커머스 플랫폼 초기부터 안착 및 성장까지 전 과정 경험있으신 분 일본 패션사업에 대한 이해도 있으신 분 일본어 사용이 가능하신 분 동대문 시장에 대한 이해가 있으신 분
SNS 채널 운영 및 데이터 분석SNS 포스팅 기획 및 원고 작성체험단 진행 및 관리홈페이지  소셜 광고 집행그 외 마케팅 업무,학력  초대졸이상경력 25년포트폴리오 제출디자인툴 사용 가능자통계 분석 능숙자 문서작성 우수자SNS 트렌드를 잘 파악하는 분운동에 관심이 있으신 분
Go To Market 관점 Product Planning 부터 판매Channel전략 포함까지 ManagementMarket Intelligence 측면 다양한 Application 및 시장수요 경쟁환경 분석효율적 OnOff line 제품 Promotion 및 Product Strategy 수립,필요역량Experienced in team management as a marketing team leaderFluency in English communication both verbally and in writing이공계열 전공기술영업 해외영업 업무 경험자
 브랜드 진단 및 전략 방향성 수립 브랜드 네임 슬로건 및 스토리 개발 브랜드 체계 전략 수립 브랜드 실행 전략 및 아이디어 수립 그 외 회사가 요구하는 내부 프로젝트 및 신규 비즈니스 개발 프로젝트 참여,사업의 성장에 브랜드가 미치는 영향에 대한 이해가 있는 분전략과 실행 간 끊김 없는 종합적인 브랜딩을 경험하기 원하시는 분전략적 사고 창의적 마인드 민첩한 행동 실행 가능한 아이디어를 가진 분민첩하고 능동적으로 업무와 조직을 리딩을 하시는 분 브랜드 매니저 BM  컨설팅 회사  리서치 회사  광고 대행사 AP 경험이 있으신 분 우대
 함께할 제휴 파트너스를 발굴해요숙박 티켓 FB 등 경험 상품을 가진 파트너 자사몰에서 판매할 상품을 파트너스와 협상하고 기획해요 기획전 진행 및 판매 효과 증대를 위해 자사 파트너스와 조율해요 기존 파트너스를 관리하고 주기적으로 소통해요 자사몰의 데이터와 시장을 분석하여 상품 매출을 관리해요, 숙박 레저 등 카테고리에 대한 관련업계의 네트워크를 가지고 있으신 분 온라인 커머스 트렌드에 민감하고 이해도가 높으신 분 영업 확장을 위한 전략을 세우고 실행하여 목표를 달성해본 분 대내외 커뮤니케이션에 능숙하고 문제 해결 능력이 있는 분 고객들의 니즈를 파악하고 솔루션 구성이 가능하신 분 스타트 업이나 신규 사업 경험이 있으신 분
브랜딩을 목적으로 방향성을 설정하고 전반적인 기획 및 판매 업무를 담당합니다제품 기획 및 개발상세페이지 및 컨텐츠 기획제품별 판매전략 수립USP설정가격설정 판매채널 설정 등인플루언서 협업 업무CRM 운영카카오 푸쉬 카카오채널 프로모션 기획 등,학력무관 동종업계 3년 이상 근무인턴계약 종료 후 정규직 전환시 결격사유가 없으신 분코스메틱 카테고리 경험자 우대브랜드 온라인쇼핑몰 경험자카페24 어드민 경험자컴퓨터 활용능력 우수자
